SeaLevelPressure		Pressure	Temperature		FlightTime	Pressure		Temperature		Altitude
					5.14	98468.5		-3.5		305.4386435
					5.16	98451.16		-3.5		306.838657
					5.18	98447.79		-3.5		307.1107814
					5.21	98427.93		-3.5		308.7146831
					5.23	98416.72		-3.5		309.6201773
					5.25	98393.42		-3.5		311.5026412
					5.28	98387.33		-3.5		311.9947546
					5.3	98382.14		-3.5		312.4141705
					5.32	98374.38		-3.5		313.0413232
					5.34	98356.25		-3.5		314.5067947
					5.36	98351.08		-3.5		314.9247515
					5.38	98338.13		-3.5		315.9717792
					5.4	98319.2		-3.5		317.5025946
					5.42	98320.02		-3.5		317.4362763
					5.44	98302.73		-3.5		318.8347623
					5.46	98304.48		-3.5		318.6932018
					5.49	98289.8		-3.5		319.8807849
					5.51	98278.59		-3.5		320.787794
					5.53	98261.39		-3.5		322.1796978
					5.55	98257.06		-3.5		322.5301472
					5.57	98239.76		-3.5		323.9305094
					5.59	98237.17		-3.5		324.1401842
					5.61	98216.46		-3.5		325.8170103
					5.63	98213.88		-3.5		326.0259346
					5.65	98206.1		-3.5		326.6559861
					5.67	98193.16		-3.5		327.7040439
					5.7	98180.22		-3.5		328.7522662
					5.72	98169.05		-3.5		329.6572395
					5.74	98154.33		-3.5		330.8500145
					5.76	98147.49		-3.5		331.4043384
					5.78	98138.8		-3.5		332.1086555
					5.81	98133.62		-3.5		332.5285253
					5.83	98122.45		-3.5		333.4340101
					5.85	98129.29		-3.5		332.8795178
					5.87	98097.38		-3.5		335.4667312
					5.89	98098.23		-3.5		335.3978015
					5.91	98084.44		-3.5		336.5161718
					5.93	98083.54		-3.5		336.5891684
					5.95	98066.31		-3.5		337.9868012
					5.97	98055.95		-3.5		338.8273062
					5.99	98046.53		-3.5		339.591641
					6.02	98036.94		-3.5		340.3698592
					6.04	98024.89		-3.5		341.3478322
					6.06	98003.38		-3.5		343.0939307
					6.08	98008.55		-3.5		342.6742085
					6.1	97998.11		-3.5		343.5217985
					6.12	97993.83		-3.5		343.869309
					6.14	97978.25		-3.5		345.1344647
					6.16	97974.81		-3.5		345.4138381
					6.18	97962.77		-3.5		346.3917371
					6.21	97952.41		-3.5		347.2332996
					6.23	97948.08		-3.5		347.5850652
					6.25	97936.88		-3.5		348.4950295
					6.28	97918.77		-3.5		349.9666715
					6.3	97916.17		-3.5		350.1779774
					6.32	97905.82		-3.5		351.0192038
					6.34	97897.16		-3.5		351.7231519
					6.36	97887.7		-3.5		352.4922145
					6.38	97876.45		-3.5		353.4069126
					6.4	97873.86		-3.5		353.6175142
					6.42	97871.27		-3.5		353.8281224
					6.44	97859.22		-3.5		354.8080662
					6.47	97850.56		-3.5		355.5124133
					6.49	97841.05		-3.5		356.2859793
					6.51	97835.03		-3.5		356.7757066
					6.53	97829		-3.5		357.2662834
					6.55	97819.5		-3.5		358.0392386
					6.57	97815.22		-3.5		358.3875044
					6.59	97812.63		-3.5		358.5982629
					6.61	97804.86		-3.5		359.2305782
					6.63	97787.59		-3.5		360.6362086
					6.65	97778.08		-3.5		361.4103676
					6.68	97767.72		-3.5		362.2538225
					6.7	97770.31		-3.5		362.0429488
					6.72	97756.53		-3.5		363.164971
					6.74	97746.17		-3.5		364.0086472
					6.76	97742.74		-3.5		364.2879959
					6.79	97736.66		-3.5		364.7831966
					6.81	97725.47		-3.5		365.6946898
					6.83	97721.13		-3.5		366.0482425
					6.85	97716.8		-3.5		366.4009992
					6.87	97710.78		-3.5		366.8914678
					6.89	97704.76		-3.5		367.3819724
					6.91	97699.48		-3.5		367.812212
					6.93	97691.72		-3.5		368.444584
					6.95	97680.56		-3.5		369.3541311
					6.98	97679.72		-3.5		369.4225967
					7	97666.77		-3.5		370.4781958
					7.02	97661.59		-3.5		370.9004821
					7.04	97658.08		-3.5		371.186641
					7.06	97648.66		-3.5		371.9546837
					7.08	97644.32		-3.5		372.3085674
					7.1	97638.3		-3.5		372.7994694
					7.12	97630.53		-3.5		373.4331287
					7.14	97622.77		-3.5		374.0660324
					7.16	97623.61		-3.5		373.9975193
					7.19	97610.67		-3.5		375.0530248
					7.21	97606.3		-3.5		375.4095199
					7.23	97596.88		-3.5		376.1780476
					7.26	97597.73		-3.5		376.108697
					7.28	97585.69		-3.5		377.0910948
					7.3	97586.53		-3.5		377.0225508
					7.32	97576.18		-3.5		377.8671606
					7.34	97572.66		-3.5		378.1544338
					7.36	97567.48		-3.5		378.577205
					7.38	97562.3		-3.5		379.0000028
					7.4	97556.31		-3.5		379.4889471
					7.42	97551.95		-3.5		379.8448623
					7.45	97545.02		-3.5		380.4106105
					7.47	97545.12		-3.5		380.4024464
					7.49	97533.02		-3.5		381.3903741
					7.51	97531.23		-3.5		381.5365345
					7.53	97526.06		-3.5		381.9587028
					7.55	97514.05		-3.5		382.9395099
					7.57	97510.53		-3.5		383.227001
					7.59	97505.36		-3.5		383.649276
					7.61	97505.36		-3.5		383.649276
					7.63	97499.37		-3.5		384.1385602
					7.66	97489.83		-3.5		384.9178947
					7.68	97489.83		-3.5		384.9178947
					7.7	97476.88		-3.5		385.9759417
					7.72	97477.81		-3.5		385.8999528
					7.75	97476.88		-3.5		385.9759417
					7.77	97471.8		-3.5		386.3910359
					7.79	97468.31		-3.5		386.6762238
					7.81	97461.35		-3.5		387.2450016
					7.83	97453.59		-3.5		387.8792132
					7.85	97458.77		-3.5		387.4558539
					7.87	97453.59		-3.5		387.8792132
					7.89	97438.05		-3.5		389.1494516
					7.91	97447.5		-3.5		388.3769806
					7.93	97432.88		-3.5		389.5721004
					7.96	97430.29		-3.5		389.7838437
					7.98	97429.38		-3.5		389.8582415
					8	97425.11		-3.5		390.2073502
					8.02	97419.03		-3.5		390.7044731
					8.04	97413.85		-3.5		391.1280379
					8.06	97412.17		-3.5		391.2654161
					8.08	97409.58		-3.5		391.4772129
					8.1	97403.5		-3.5		391.9744302
					8.12	97404.41		-3.5		391.9000088
					8.15	97392.31		-3.5		392.8896355
					8.17	97393.14		-3.5		392.8217473
					8.19	97394.05		-3.5		392.7473165
					8.22	97386.29		-3.5		393.3820498
					8.24	97381.11		-3.5		393.8057841
					8.26	97369.95		-3.5		394.7187854
					8.28	97385.48		-3.5		393.4483076
					8.3	97368.17		-3.5		394.864419
					8.32	97374.19		-3.5		394.3718957
					8.34	97370.76		-3.5		394.652515
					8.36	97354.32		-3.5		395.9976875
					8.38	97362.89		-3.5		395.2964294
					8.4	97362.09		-3.5		395.361888
					8.43	97356.91		-3.5		395.7857476
					8.45	97353.48		-3.5		396.0664262
					8.47	97340.54		-3.5		397.1254188
					8.49	97343.97		-3.5		396.8446958
					8.51	97339.7		-3.5		397.1941691
					8.53	97341.38		-3.5		397.0566692
					8.55	97334.52		-3.5		397.6181448
					8.57	97336.2		-3.5		397.4806362
					8.59	97331.94		-3.5		397.8293242
					8.61	97345.62		-3.5		396.7096583
					8.64	97325.85		-3.5		398.3278322
					8.66	97318.99		-3.5		398.8894144
					8.68	97325.85		-3.5		398.3278322
					8.7	97320.67		-3.5		398.7518797
					8.73	97320.67		-3.5		398.7518797
					8.75	97316.41		-3.5		399.1006339
					8.77	97313.81		-3.5		399.3134975
					8.79	97310.32		-3.5		399.5992366
					8.81	97311.23		-3.5		399.5247304
					8.83	97304.3		-3.5		400.0921447
					8.85	97310.32		-3.5		399.5992366
					8.87	97307.73		-3.5		399.8112973
					8.9	97300.88		-3.5		400.3721851
					8.92	97306.05		-3.5		399.9488537
					8.94	97306.79		-3.5		399.888263
					8.96	97300.77		-3.5		400.3811925
					8.98	97294.79		-3.5		400.8708825
					9	97299.97		-3.5		400.4467008
					9.02	97305.14		-3.5		400.0233647
					9.04	97301.61		-3.5		400.3124094
					9.06	97289.61		-3.5		401.2950912
					9.08	97293.95		-3.5		400.9396713
					9.1	97294.79		-3.5		400.8708825
					9.13	97299.02		-3.5		400.5244927
					9.15	97297.38		-3.5		400.6587883
					9.17	97299.97		-3.5		400.4467008
					9.19	97291.26		-3.5		401.1599639
					9.22	97279.27		-3.5		402.141951
					9.24	97287.02		-3.5		401.5072056
					9.26	97291.26		-3.5		401.1599639
					9.28	97283.49		-3.5		401.7963144
					9.3	97283.59		-3.5		401.7881242
					9.32	97281.84		-3.5		401.9314546
					9.34	97287.02		-3.5		401.5072056
					9.36	97281.84		-3.5		401.9314546
					9.39	97282.66		-3.5		401.8642937
					9.41	97285.24		-3.5		401.6529869
					9.43	97284.44		-3.5		401.7185077
					9.45	97283.49		-3.5		401.7963144
					9.47	97284.34		-3.5		401.7266978
					9.49	97286.08		-3.5		401.5841908
					9.51	97286.08		-3.5		401.5841908
					9.53	97286.08		-3.5		401.5841908
					9.55	97288.67		-3.5		401.372074
					9.57	97293.84		-3.5		400.9486794
					9.6	97291.26		-3.5		401.1599639
					9.62	97286.08		-3.5		401.5841908
					9.64	97285.24		-3.5		401.6529869
					9.66	97286.08		-3.5		401.5841908
					9.68	97289.61		-3.5		401.2950912
					9.71	97290.42		-3.5		401.2287556
					9.73	97284.44		-3.5		401.7185077
					9.75	97290.42		-3.5		401.2287556
					9.77	97288.77		-3.5		401.3638843
					9.79	97293.01		-3.5		401.01665
					9.81	97292.2		-3.5		401.0829835
					9.83	97292.91		-3.5		401.0248393
					9.85	97294.69		-3.5		400.8790716
					9.88	97289.52		-3.5		401.3024618
					9.9	97299.02		-3.5		400.5244927
					9.92	97299.02		-3.5		400.5244927
					9.94	97301.61		-3.5		400.3124094
					9.96	97301.61		-3.5		400.3124094
					9.98	97302.45		-3.5		400.2436271
					10	97311.97		-3.5		399.4641435
					10.02	97308.44		-3.5		399.7531641
					10.04	97302.45		-3.5		400.2436271
					10.06	97415.5		-3.5		390.9931157
					10.09	97570.81		-3.5		378.3054205
					10.11	97482.8		-3.5		385.4922423
					10.13	97504.35		-3.5		383.7317738
					10.15	97429.38		-3.5		389.8582415
					10.17	97363.73		-3.5		395.2276986
					10.2	97355.13		-3.5		395.9314045
					10.22	97261.95		-3.5		403.5607222
					10.24	97149.84		-4.6		411.0677508
					10.26	97061.84		-4.6		418.2613837
					10.28	97023.02		-4.6		421.4372246
					10.31	97004.91		-4.6		422.9193103
					10.33	96910.06		-4.6		430.6870248
					10.35	96908.2		-4.6		430.8394395
					10.37	96872.92		-4.6		433.7310605
					10.39	96834.09		-4.6		436.9150962
					10.41	96842.66		-4.6		436.2122309
					10.43	96767.61		-4.6		442.3699441
					10.45	96734.92		-4.6		445.0538754
					10.47	96892.67		-4.6		432.1121557
					10.49	96941.13		-4.6		428.1415596
					10.52	97007.5		-4.6		422.7073298
					10.54	96967		-4.6		426.0228543
					10.56	96891.95		-4.6		432.1711671
					10.58	96844.45		-4.6		436.0654341
					10.6	96863.48		-4.6		434.5049948
					10.62	96868.66		-4.6		434.0803037
					10.64	96889.36		-4.6		432.3834485
					10.66	96859.14		-4.6		434.860838
					10.68	96857.5		-4.6		434.995309
					10.71	96873.83		-4.6		433.6564593
					10.73	96886.88		-4.6		432.5867205
					10.75	96886.05		-4.6		432.6547524
					10.77	96887.83		-4.6		432.5088535
					10.8	96931.72		-4.6		428.9123881
					10.82	96894.64		-4.6		431.9506966
					10.84	96899.94		-4.6		431.5163337
					10.86	96909.34		-4.6		430.7460236
					10.88	96892.17		-4.6		432.1531358
					10.9	96949.11		-4.6		427.4879405
					10.92	96958.63		-4.6		426.7082682
					10.94	96958.63		-4.6		426.7082682
					10.96	96967.22		-4.6		426.0048396
					10.98	96996.63		-4.6		423.5970384
					11.01	97066.51		-4.6		417.8794356
					11.03	97070.73		-4.6		417.5343108
					11.05	97088.95		-4.6		416.0444272
					11.07	97158		-4.6		410.4010978
					11.09	97201.99		-4.6		406.8083647
					11.11	97296.84		-3.5		400.7030081
					11.13	97340.09		-3.5		397.1622492
					11.15	97552.33		-3.5		379.8138414
					11.17	97555.01		-3.5		379.5950667
					11.2	97509.36		-3.5		383.3225619
					11.22	97402.41		-3.5		392.0635733
					11.24	97304.06		-3.5		400.1117963
					11.27	97255.84		-3.5		404.0612958
					11.29	97267.84		-3.5		403.078208
					11.31	97324.77		-3.5		398.4162414
					11.33	97342.14		-3.5		396.9944678
					11.35	97291.13		-3.5		401.1706102
					11.37	97238.63		-4.6		403.8173948
					11.39	97271.37		-3.5		402.7890438
					11.41	97306.76		-3.5		399.8907194
					11.43	97336.06		-3.5		397.4920952
					11.45	97353.34		-3.5		396.0778828
					11.48	97392.16		-3.5		392.9019045
					11.5	97405.94		-3.5		391.7748846
					11.52	97408.52		-3.5		391.5638961
					11.54	97429.33		-3.5		389.8623293
					11.56	97443.08		-3.5		388.7382734
					11.58	97441.42		-3.5		388.8739676
					11.6	97440.48		-3.5		388.9508077
					11.62	97443.08		-3.5		388.7382734
					11.65	97452.62		-3.5		387.9584938
					11.67	97461.19		-3.5		387.2580775
					11.69	97453.42		-3.5		387.8931076
					11.71	97433.66		-3.5		389.5083335
					11.73	97419.78		-3.5		390.6431484
					11.76	97414.61		-3.5		391.0658916
					11.78	97402.61		-3.5		392.0472167
					11.8	97418.13		-3.5		390.7780636
					11.82	97413.8		-3.5		391.1321265
					11.84	97417.2		-3.5		390.8541078
					11.86	97460.38		-3.5		387.3242747
					11.88	97447.44		-3.5		388.3818849
					11.9	97458.59		-3.5		387.4705648
					11.93	97466.36		-3.5		386.8355748
					11.95	97494.02		-3.5		384.5755972
					11.97	97492.24		-3.5		384.7210102
					11.99	97495.77		-3.5		384.432638
					12.01	97506.13		-3.5		383.5863823
					12.03	97509.55		-3.5		383.3070434
					12.05	97511.3		-3.5		383.1641113
					12.07	97521.55		-3.5		382.326999
					12.09	97526.83		-3.5		381.895825
					12.11	97526.83		-3.5		381.895825
					12.14	97541.52		-3.5		380.6963601
					12.16	97549.18		-3.5		380.0709926
					12.18	97553.55		-3.5		379.714249
					12.21	97558.81		-3.5		379.2848759
					12.23	97563.05		-3.5		378.9387853
					12.25	97556.23		-3.5		379.4954775
					12.27	97561.41		-3.5		379.0726484
					12.29	97557.88		-3.5		379.3607897
					12.31	97568.23		-3.5		378.5159913
					12.33	97567.3		-3.5		378.5918963
					12.35	97565.64		-3.5		378.7273849
					12.38	97552.7		-3.5		379.783637
					12.4	97564.7		-3.5		378.8041086
					12.42	97563.9		-3.5		378.869406
					12.44	97553.55		-3.5		379.714249
					12.46	97563.05		-3.5		378.9387853
					12.48	97563.05		-3.5		378.9387853
					12.5	97556.13		-3.5		379.5036405
					12.52	97559.53		-3.5		379.2261045
					12.55	97569.08		-3.5		378.4466164
					12.57	97573.41		-3.5		378.093224
					12.59	97582.91		-3.5		377.3179481
					12.61	97594.11		-3.5		376.4040539
					12.63	97588.09		-3.5		376.8952565
					12.65	97582.11		-3.5		377.383231
					12.67	97603.63		-3.5		375.627342
					12.7	97603.63		-3.5		375.627342
					12.72	97606.3		-3.5		375.4095199
					12.74	97614.81		-3.5		374.7153102
					12.76	97616.66		-3.5		374.5644046
					12.78	97621.83		-3.5		374.1427026
					12.81	97639.04		-3.5		372.739124
					12.83	97633.02		-3.5		373.2300576
					12.85	97633.87		-3.5		373.1607375
					12.87	97644.22		-3.5		372.3167217
					12.89	97642.53		-3.5		372.4545295
					12.91	97642.53		-3.5		372.4545295
					12.93	97651.23		-3.5		371.7451347
					12.95	97660.65		-3.5		370.9771161
					12.97	97658.06		-3.5		371.1882716
					12.99	97662.42		-3.5		370.8328167
					13.02	97666.76		-3.5		370.479011
					13.04	97668.5		-3.5		370.3371679
					13.06	97677.11		-3.5		369.6353334
					13.08	97674.52		-3.5		369.8464466
					13.1	97681.44		-3.5		369.2824061
					13.12	97683.22		-3.5		369.1373282
					13.14	97686.71		-3.5		368.8528869
					13.16	97680.63		-3.5		369.3484257
					13.19	97690.98		-3.5		368.5048907
					13.21	97692.64		-3.5		368.369609
					13.23	97701.34		-3.5		367.6606471
					13.26	97700.48		-3.5		367.7307251
					13.28	97706.51		-3.5		367.2393801
					13.3	97709.91		-3.5		366.9623524
					13.32	97710.84		-3.5		366.8865792
					13.34	97716.02		-3.5		366.4645463
					13.36	97717.67		-3.5		366.3301205
					13.38	97722.04		-3.5		365.974109
					13.4	97716.86		-3.5		366.396111
					13.42	97724.63		-3.5		365.7631179
					13.44	97724.63		-3.5		365.7631179
					13.47	97732.39		-3.5		365.1309993
					13.49	97724.63		-3.5		365.7631179
					13.51	97725.53		-3.5		365.6898021
					13.53	97731.55		-3.5		365.1994216
					13.55	97735.88		-3.5		364.8467283
					13.57	97742.74		-3.5		364.2879959
					13.59	97736.72		-3.5		364.7783096
					13.61	97746.23		-3.5		364.0037608
					13.63	97752.34		-3.5		363.5061747
					13.65	97763.53		-3.5		362.5949797
					13.68	97771.3		-3.5		361.9623463
					13.7	97761.75		-3.5		362.7399158
					13.72	97775.63		-3.5		361.6098236
					13.75	97773.97		-3.5		361.7449687
					13.77	97784.33		-3.5		360.9015779
					13.79	97786.91		-3.5		360.6915609
					13.81	97784.33		-3.5		360.9015779
					13.83	97798.16		-3.5		359.7758659
					13.85	97804.19		-3.5		359.285105
					13.87	97811.02		-3.5		358.7292783
					13.89	97805.92		-3.5		359.1443129
					13.91	97803.34		-3.5		359.3542813
					13.94	97822.3		-3.5		357.8114109
					13.96	97821.45		-3.5		357.8805721
					13.98	97817.2		-3.5		358.2263885
					14	97826.63		-3.5		357.459107
					14.02	97830.14		-3.5		357.1735348
					14.04	97836.16		-3.5		356.6837783
					14.06	97833.58		-3.5		356.8936695
					14.08	97843.93		-3.5		356.0517038
					14.1	97844.83		-3.5		355.9784944
					14.13	97841.43		-3.5		356.2550675
					14.15	97846.6		-3.5		355.8345182
					14.17	97858.61		-3.5		354.8576772
					14.19	97851.78		-3.5		355.4131821
					14.22	97856.95		-3.5		354.9926858
					14.24	97864.72		-3.5		354.3607711
					14.26	97869.89		-3.5		353.940341
					14.28	97862.13		-3.5		354.5714027
