4098	0.05	1.00�0.07	-0.79	-0.61	-0.98
4153	0.06	1.00	0.06	-0.85	-0.67	-0.91
4208	0.06	1.02	0.05	-0.61	-0.55	-0.79
4262	0.05	1.00	0.07	-0.91	-0.43	-0.98
4318	0.04	1.01	0.07	-0.79	-0.61	-0.91
4373	0.05	1.00	0.07	-0.85	-0.55	-1.10
4427	0.05	1.01	0.06	-0.79	-0.61	-1.04
4483	0.05	1.01	0.07	-0.73	-0.55	-0.85
4538	0.05	1.00	0.06	-0.79	-0.85	-0.98
4592	0.06	1.00	0.07	-0.73	-0.49	-0.91
4647	0.06	1.01	0.08	-0.79	-0.73	-0.91
4703	0.05	1.00	0.06	-0.79	-0.55	-0.73
4757	0.04	1.00	0.06	-0.73	-0.18	-0.79
4812	0.06	1.00	0.07	-0.85	-0.37	-1.0
4868	0.07	1.00	0.06	-0.67	-0.73	-0.79
4922	0.06	1.01	0.06	-0.98	-0.61	-0.79
4977	0.06	1.00	0.06	-0.61	-0.43	-0.98
5032	0.05	1.01	0.06	-0.98	-0.49	-0.98
5087	0.05	1.00	0.06	-0.67	-0.43	-0.91
5142	0.06	1.01	0.06	-0.67	-0.43	-0.98
5197	0.06	1.00	0.06	-0.85	-0.43	-0.85
5252	0.05	1.01	0.06	-0.91	-0.37	-0.98
5307	0.06	1.00	0.05	-0.67	-0.61	-0.91
5362	0.06	1.01	0.06	-0.91	-0.61	-0.85
5416	0.06	1.01	0.07	-0.91	-0.30	-1.10
5472	0.05	1.00	0.06	-0.73	-0.43	-0.91
5527	0.05	1.00	0.06	-0.67	-0.61	-0.98
5581	0.06	1.01	0.06	-0.61	-0.61	-1.04
5637	0.05	1.00	0.06	-0.91	-0.67	-1.04
5692	0.05	1.00	0.06	-0.98	-0.67	-1.04C�5746	0.06	1.00	0.06	-0.49	-0.43	-0.98
5801	0.06	1.01	0.06	-0.73	-0.61	-1.04C�5856	0.06	1.00	0.06	-0.79	-0.61	-1.10
5911	0.05	1.01	0.06	-0.73	-0.43	-0.98
5966	0.06	1.00	0.07	-0.79	-0.37	-0.91
6021	0.05	1.00	0.06	-0.91	-0.49	-0.91
6076	0.05	1.00	0.08	-0.85	-0.61	-0.98
6131	0.05	1.01	0.06	-0.79	-0.37	-0.98
6185	0.05	1.00	0.06	-0.79	-0.43	-0.91
6241	0.05	1.00	0.06	-0.67	-0.85	-0.98
6296	0.07	1.01	0.06	-0.61	-0.55	-0.67
6350	0.06	1.00	0.06	-0.73	-0.61	-0.98
6406	0.05	1.00	0.06	-1.10	-0.49	-0.85
6461	0.05	1.01	0.07	-0.91	-0.49	-0.85
6515	0.06	1.01	0.06	-0.67	-0.55	-1.10
6571	0.05	1.00	0.07	-0.73	-0.61	-0.91
6626	0.05	1.00	0.06	-0.73	-0.61	-0.91
6680	0.06	1.00	0.06	-0.67	-0.61	-0.85
6735	0.06	1.01	0.06	-0.73	-0.30	-0.98
6791	0.06	1.00	0.06	-0.79	-0.49	-0.85
6845	0.04	1.00	0.06	-0.79	-0.06	-1.04
6900	0.06	1.01	0.06	-0.73	-0.61	-1.10
6956	0.06	1.00	0.07	-0.67	-0.67	-0.91
7010	0.05	1.00	0.06	-0.91	-0.30	-1.10
7065	0.04	1.00	0.07	-0.79	-0.61	-0.85
7119	0.06	1.00	0.06	-0.85	-0.61	-0.91
7175	0.06	1.01	0.06	-0.73	-0.61	-0.98
7230	0.05	1.00	0.06	-0.73	-0.49	-0.73
7284	0.05	1.00	0.06	-0.67	-0.55	-0.85
7340	0.06	1.00	0.06	-0.85	-0.55	-0.98
7395	0.06	1.01	0.07	-0.91	-0.67	-0.79
7449	0.05	1.00	0.06	-0.61	-0.49	-0.91
7504	0.05	1.00	0.06	-0.98	-0.67	-0.79
7560	0.07	1.00	0.06	-0.55	-0.67	-0.98
7614	0.06	1.00	0.07	-0.61	-0.67	-0.98
7669	0.05	1.00	0.06	-1.04	-0.61	-0.98
7725	0.05	1.00	0.06	-0.91	-0.67	-1.0
7779	0.06	1.01	0.06	-0.67	-0.55	-0.73
7834	0.05	1.01	0.06	-0.73	-0.55	-0.79
7889	0.05	1.00	0.06	-0.85	-0.67	-0.91
7944	0.06	1.00	0.08	-0.85	-0.49	-0.85
7999	0.06	1.01	0.07	-0.79	-0.55	-0.85
8054	0.05	1.01	0.06	-0.79	-0.55	-1.04C�8109	0.06	1.01	0.06	-0.91	-0.67	-0.73
8164	0.05	1.01	0.05	-0.55	-0.43	-0.85
8219	0.05	1.00	0.06	-0.98	-0.43	-0.73
8273	0.06	1.00	0.06	-0.73	-0.67	-0.73
8329	0.06	1.00	0.07	-0.91	-0.49	-0.85
8384	0.05	1.00	0.06	-0.73	-0.37	-1.04
8438	0.05	1.00	0.04	-0.79	-0.49	-0.91
8494	0.06	1.00	0.06	-0.67	-0.43	-1.0
8549	0.06	1.01	0.06	-0.67	-0.61	-0.73
8603	0.04	1.00	0.07	-1.0	-0.55	-0.85
8658	0.05	1.00	0.06	-0.73	-0.73	-0.91
8714	0.06	1.00	0.06	-0.85	-0.49	-0.98
8768	0.05	1.01	0.06	-0.91	-0.55	-0.79
8823	0.05	1.00	0.06	-0.67	-0.55	-0.79
8878	0.05	1.00	0.05	-0.85	-0.61	-0.67
8933	0.07	1.01	0.06	-0.79	-0.30	-0.98
8988	0.05	1.01	0.06	-0.61	-0.49	-1.04C�9043	0.04	1.01	0.06	-0.79	-0.37	-0.98
�9098	0.05	1.00	0.06	-0.79	-0.67	-0.85
9153	0.07	1.01	0.06	-0.98	-0.43	-0.98
9208	0.05	1.00	0.05	-0.79	-0.49	-0.85
9263	0.04	1.00	0.06	-0.55	-0.55	-0.91
9318	0.06	1.00	0.06	-0.79	-0.61	-1.04
9372	0.06	1.01	0.05	-0.91	-0.49	-0.98
9427	0.05	1.01	0.07	-0.55	-0.55	-0.98
9483	0.04	1.00	0.06	-0.85	-0.49	-0.98
9538	0.05	1.00	0.07	-0.49	-0.91	-0.85
9592	0.06	1.00	0.06	-0.61	-0.67	-0.79
9648	0.05	1.00	0.06	-0.85	-0.79	-0.98
9702	0.05	1.00	0.07	-0.79	-0.61	-0.98
9757	0.05	1.00	0.06	-0.67	-0.85	-0.79
9812	0.05	1.00	0.06	-0.67	-0.61	-0.79
9867	0.06	1.01	0.06	-0.73	-0.30	-0.85
9922	0.06	1.01	0.06	-0.67	-0.37	-0.91
9977	0.04	1.00	0.07	-0.98	-0.61	-1.10
10032	0.06	1.00	0.06	-0.98	-0.55	-0.85
10088	0.04	1.00	0.07	-0.67	-0.67	-0.79
10144	0.05	1.00	0.06	-0.85	-0.73	-0.79
10201	0.05	1.01	0.06	-0.79	-0.49	-0.73
10256	0.06	1.00	0.05	-0.85	-0.67	-1.04
10312	0.05	1.00	0.06	-0.67	-0.37	-1.10
10369	0.06	1.01	0.06	-0.79	-0.85	-0.67
10425	0.05	1.01	0.06	-0.73	-0.61	-0.98
10480	0.05	1.01	0.06	-0.73	-0.67	-0.85
10536	0.06	1.01	0.06	-0.73	-0.73	-0.98
10593	0.05	1.00	0.07	-0.91	-0.67	-1.10
10649	0.05	1.00	0.06	-0.67	-0.61	-0.98
10704	0.06	1.01	0.06	-0.67	-0.49	-0.85
10761	0.05	1.00	0.06	-0.79	-0.67	-0.85
10817	0.05	1.01	0.07	-0.67	-0.67	-0.98
10872	0.06	1.01	0.07	-0.79	-0.43	-0.91
10929	0.06	1.01	0.06	-0.73	-0.43	-0.73
10985	0.06	1.01	0.06	-0.73	-0.55	-0.91
11041	0.04	1.00	0.07	-0.61	-0.49	-0.85
11097	0.06	1.01	0.07	-0.79	-0.73	-0.91
11153	0.06	1.01	0.05	-0.79	-0.49	-0.98
11209	0.04	1.00	0.07	-0.73	-0.73	-0.98
11266	0.06	1.01	0.08	-0.73	-0.55	-0.91
11321	0.05	1.00	0.06	-0.73	-0.61	-0.85
11377	0.05	1.01	0.06	-0.85	-0.55	-1.04C�11433	0.06	1.01	0.07	-0.73	-0.55	-0.98
11490	0.05	0.99	0.06	-0.79	-0.30	-0.91
11545	0.05	1.00	0.06	-0.73	-0.79	-0.91
11601	0.06	1.01	0.06	-0.67	-0.55	-0.91
11658	0.05	1.00	0.06	-0.61	-0.79	-0.85
11714	0.06	1.01	0.05	-0.73	-0.49	-0.98
11769	0.04	1.00	0.06	-0.67	-0.61	-0.98
11826	0.06	1.01	0.05	-0.91	-0.61	-0.79
11882	0.05	1.00	0.07	-0.79	-0.61	-1.04C�11938	0.04	1.00	0.06	-0.55	-0.49	-0.91
11994	0.06	1.01	0.06	-0.91	-0.49	-0.79
12050	0.06	1.00	0.06	-0.91	-0.67	-0.98
12106	0.05	1.00	0.06	-0.67	-0.67	-0.85
12162	0.06	1.01	0.06	-0.67	-0.49	-0.98
12218	0.05	1.01	0.06	-0.61	-0.37	-0.79
12274	0.05	1.01	0.07	-0.61	-0.67	-0.91
12331	0.06	1.01	0.07	-0.73	-0.55	-0.79
12386	0.06	1.00	0.06	-0.91	-0.61	-1.04
12442	0.05	1.01	0.06	-0.79	-0.55	-0.98
12498	0.05	1.00	0.06	-0.98	-0.43	-0.85
12555	0.05	1.01	0.06	-0.91	-0.55	-0.85
12610	0.05	1.00	0.06	-0.79	-0.49	-0.98
12666	0.04	1.00	0.06	-0.91	-0.73	-0.91
12723	0.06	1.00	0.05	-0.67	-0.73	-0.98
12778	0.06	1.01	0.05	-0.91	-0.43	-0.98
12834	0.05	1.00	0.07	-0.67	-0.55	-0.79
12891	0.06	1.01	0.07	-0.85	-0.37	-0.85
12947	0.07	1.00	0.06	-0.91	-0.37	-1.04
13002	0.05	1.01	0.05	-0.91	-0.67	-0.85
13059	0.06	1.01	0.07	-0.85	-0.55	-0.91
13115	0.06	1.00	0.07	-0.67	-0.30	-1.0
13171	0.04	1.00	0.07	-0.73	-0.55	-0.85
13227	0.06	1.00	0.07	-0.79	-0.30	-0.91
13283	0.05	1.00	0.06	-0.91	-0.67	-0.91
13339	0.05	1.00	0.06	-0.79	-0.67	-0.91
13394	0.06	1.01	0.06	-0.91	-0.49	-0.85
13451	0.05	1.00	0.07	-0.79	-0.61	-0.73
13507	0.06	1.01	0.06	-0.49	-0.49	-0.98
13563	0.05	1.00	0.07	-0.91	-0.61	-0.85
13619	0.06	1.01	0.06	-0.61	-0.79	-0.91
13675	0.06	1.00	0.07	-0.73	-0.55	-0.79
13731	0.05	1.00	0.06	-0.91	-0.49	-0.73
13787	0.05	1.01	0.05	-0.79	-0.79	-0.79
13843	0.06	1.01	0.06	-0.67	-0.49	-0.91
13899	0.05	1.00	0.06	-0.73	-0.55	-0.85
13956	0.06	1.01	0.06	-0.61	-0.73	-0.91
14011	0.06	1.01	0.06	-0.79	-0.37	-0.85
14067	0.04	1.00	0.07	-0.91	-0.67	-1.04C�14124	0.06	1.01	0.06	-0.73	-0.49	-0.91
14180	0.05	1.01	0.06	-0.91	-0.67	-0.91
14235	0.07	1.00	0.06	-1.10	-0.49	-0.85
14291	0.04	1.01	0.06	-0.85	-0.61	-0.91
14348	0.06	1.01	0.05	-0.61	-0.73	-0.98
14404	0.06	1.01	0.06	-0.85	-0.67	-0.85
14459	0.05	1.01	0.07	-0.98	-0.67	-0.98
14516	0.06	1.01	0.06	-0.73	-0.61	-0.91
14572	0.06	1.01	0.06	-0.79	-0.49	-0.79
14628	0.05	1.00	0.06	-0.67	-0.61	-0.91
14684	0.06	1.01	0.06	-0.67	-0.61	-1.0
14740	0.06	1.00	0.07	-0.79	-0.61	-0.85
14796	0.05	1.00	0.05	-0.61	-0.55	-0.91
14853	0.06	1.00	0.06	-0.79	-0.55	-0.91
14908	0.06	1.00	0.06	-0.61	-0.43	-0.91
14964	0.05	1.00	0.07	-0.67	-0.73	-0.98
15021	0.04	1.01	0.06	-0.73	-0.43	-0.85
15076	0.06	1.01	0.07	-0.85	-0.55	-1.04
15132	0.06	1.01	0.06	-0.67	-0.61	-1.10
15188	0.04	1.00	0.06	-0.79	-0.49	-0.91
15245	0.06	1.01	0.06	-0.73	-0.43	-0.85
15300	0.06	1.01	0.05	-0.79	-0.49	-0.85
15356	0.05	1.00	0.06	-0.61	-0.67	-0.91
15413	0.05	1.00	0.06	-0.67	-0.67	-1.10
15468	0.06	1.00	0.06	-0.73	-0.61	-0.79
15524	0.05	1.00	0.06	-0.73	-0.43	-1.04
15581	0.06	1.00	0.06	-0.79	-0.67	-0.98
15637	0.06	1.01	0.06	-0.67	-0.61	-0.85
15692	0.05	1.01	0.06	-0.79	-0.79	-0.91
15749	0.06	1.00	0.06	-0.85	-0.37	-1.04
15805	0.06	1.00	0.06	-0.79	-0.55	-0.85
15860	0.05	0.99	0.06	-0.91	-0.37	-0.85
15917	0.06	1.01	0.07	-0.67	-0.43	-1.0
15973	0.05	1.01	0.06	-0.73	-0.73	-0.91
16029	0.06	1.00	0.06	-0.85	-0.30	-1.10
16084	0.05	1.00	0.07	-0.85	-0.61	-0.85
16141	0.06	1.00	0.06	-0.61	-0.49	-0.73
16197	0.06	1.01	0.06	-0.67	-0.67	-0.79
16253	0.05	1.00	0.05	-0.73	-0.55	-0.85
16309	0.05	1.01	0.06	-0.67	-0.55	-0.85
16365	0.06	1.01	0.06	-0.79	-0.55	-0.91
16421	0.05	1.00	0.06	-0.79	-0.67	-0.79
16478	0.06	1.00	0.07	-0.91	-0.67	-0.85
16533	0.05	1.01	0.06	-0.61	-0.61	-0.98
16589	0.05	1.00	0.06	-0.73	-0.49	-0.85
16646	0.05	1.01	0.07	-0.85	-0.49	-0.91
16702	0.06	1.00	0.06	-0.67	-0.43	-0.79
16757	0.06	1.01	0.06	-0.79	-0.55	-0.98
16814	0.05	1.00	0.06	-0.79	-0.73	-1.04
16870	0.05	1.01	0.06	-0.85	-0.43	-0.73
16925	0.06	1.00	0.06	-0.61	-0.61	-0.85
16982	0.05	1.00	0.05	-0.67	-0.79	-1.0
17038	0.05	1.00	0.06	-0.98	-0.67	-0.79
17094	0.06	1.00	0.07	-0.73	-0.55	-0.98
17149	0.05	1.00	0.05	-0.91	-0.55	-0.85
17206	0.05	1.00	0.07	-0.79	-0.61	-0.98
17262	0.06	1.00	0.06	-0.67	-0.55	-0.98
17317	0.05	1.00	0.05	-0.79	-0.55	-0.79
17374	0.06	1.01	0.07	-0.73	-0.43	-1.04
17430	0.06	1.01	0.06	-0.73	-0.49	-0.91
17486	0.05	1.00	0.06	-0.73	-0.37	-0.91
17542	0.05	1.00	0.07	-0.73	-0.43	-0.91
17598	0.06	1.01	0.07	-0.85	-0.98	-1.0
17654	0.05	1.00	0.06	-0.85	-0.67	-0.91
17710	0.06	1.00	0.06	-0.73	-0.79	-0.85
17766	0.05	1.00	0.06	-0.79	-0.61	-1.0
17822	0.07	1.00	0.06	-0.67	-0.55	-0.98
17879	0.04	1.00	0.06	-0.91	-0.61	-0.91
17934	0.05	1.00	0.06	-0.98	-0.79	-0.98
17990	0.06	1.00	0.06	-0.73	-0.61	-1.10
18046	0.05	1.00	0.06	-0.85	-0.55	-0.98
18102	0.06	1.01	0.05	-0.79	-0.67	-0.91
18158	0.06	1.01	0.07	-0.79	-0.43	-1.10
18214	0.05	1.00	0.06	-0.85	-0.49	-0.98
18271	0.05	1.00	0.06	-0.85	-0.61	-0.98
18326	0.06	1.00	0.05	-0.85	-0.55	-0.85
18382	0.05	1.00	0.06	-0.67	-0.49	-0.73
18439	0.06	1.01	0.07	-0.55	-0.61	-0.91
18495	0.06	1.00	0.06	-0.73	-0.55	-0.98
18550	0.05	1.00	0.06	-0.67	-0.43	-0.85
18607	0.06	1.01	0.06	-0.85	-0.67	-0.79
18663	0.06	1.01	0.06	-0.85	-0.67	-0.85
18718	0.04	1.00	0.07	-0.55	-0.79	-0.91
18775	0.05	1.00	0.05	-0.55	-0.67	-1.16
18831	0.05	1.01	0.06	-0.55	-0.73	-0.79
18887	0.06	1.01	0.06	-0.79	-0.67	-0.85
18942	0.04	1.01	0.06	-0.85	-0.67	-1.04
18999	0.06	1.00	0.06	-0.61	-0.79	-1.10
19055	0.06	1.00	0.06	-0.67	-0.37	-0.73
19111	0.05	1.00	0.06	-0.67	-0.55	-0.98
19167	0.05	1.00	0.06	-0.79	-0.67	-0.98
19223	0.07	1.00	0.06	-0.61	-0.37	-0.91
19279	0.05	1.01	0.07	-0.73	-0.73	-0.98
19336	0.05	1.00	0.06	-0.67	-0.55	-0.91
19391	0.06	1.01	0.06	-0.79	-0.61	-0.79
19447	0.05	1.00	0.06	-0.73	-0.61	-0.91
19504	0.05	1.01	0.05	-0.91	-0.67	-0.91
19559	0.05	1.01	0.06	-0.79	-0.67	-0.73
19615	0.06	1.01	0.06	-0.79	-0.43	-0.91
19672	0.05	1.01	0.06	-0.79	-0.55	-1.10
19728	0.06	1.00	0.06	-0.79	-0.55	-0.85
19783	0.06	1.00	0.07	-0.61	-0.55	-1.04
19840	0.05	1.00	0.06	-0.91	-0.49	-0.73
19896	0.05	1.01	0.06	-0.61	-0.61	-0.91
19952	0.06	1.01	0.06	-0.67	-0.55	-0.98
20007	0.04	1.01	0.07	-0.79	-0.55	-0.98
20064	0.05	1.01	0.06	-0.85	-0.61	-0.85
20120	0.06	1.01	0.05	-0.73	-0.55	-0.91
20176	0.05	1.01	0.06	-0.67	-0.49	-0.79
20232	0.05	1.00	0.07	-0.67	-0.73	-0.98
20288	0.05	1.01	0.07	-0.91	-0.73	-0.85
20344	0.06	1.01	0.06	-0.67	-0.61	-0.98
20401	0.05	1.00	0.06	-0.55	-0.49	-0.73
20456	0.05	1.01	0.06	-0.91	-0.43	-0.85
20512	0.07	1.01	0.07	-0.98	-0.37	-0.98
20569	0.06	1.00	0.06	-0.73	-0.37	-0.79
20625	0.05	1.00	0.05	-0.79	-0.55	-0.85
20680	0.07	1.01	0.05	-0.79	-0.79	-0.85
20737	0.05	1.00	0.05	-0.67	-0.61	-0.85
20793	0.06	1.00	0.06	-0.67	-0.67	-0.91
20848	0.06	1.01	0.06	-0.67	-0.67	-0.98
20904	0.04	1.00	0.06	-0.79	-0.49	-0.85
20961	0.05	1.01	0.05	-0.67	-0.55	-0.98
21017	0.06	1.01	0.06	-0.61	-0.67	-0.98
21072	0.06	1.01	0.05	-0.98	-0.49	-0.73
21129	0.05	1.00	0.05	-0.85	-0.55	-0.85
21185	0.05	1.00	0.05	-0.79	-0.43	-0.79
21241	0.06	1.01	0.06	-0.79	-0.55	-1.04C�21297	0.05	1.01	0.06	-0.79	-0.73	-0.85
21353	0.04	1.00	0.06	-0.79	-0.55	-0.91
21409	0.06	1.00	0.07	-0.55	-0.49	-0.98
21466	0.05	1.00	0.06	-0.85	-0.61	-1.04C�21521	0.05	1.00	0.06	-0.61	-0.67	-0.98
21577	0.06	1.01	0.07	-0.73	-0.73	-0.91
21634	0.05	1.00	0.06	-0.85	-0.73	-1.04
21689	0.05	1.01	0.06	-0.91	-0.55	-0.91
21745	0.07	1.01	0.06	-0.91	-0.37	-0.85
21801	0.05	1.00	0.06	-0.73	-0.43	-0.73
21858	0.05	1.01	0.06	-0.73	-0.61	-0.98
21913	0.06	1.01	0.06	-0.67	-0.85	-1.04
21969	0.06	1.01	0.06	-0.79	-0.55	-0.91
22026	0.06	1.00	0.06	-0.79	-0.61	-1.10
22081	0.05	1.00	0.07	-0.55	-0.55	-0.73
22137	0.07	1.01	0.07	-0.67	-0.43	-0.73
22194	0.06	1.00	0.06	-0.98	-0.30	-0.98
22250	0.05	1.01	0.06	-0.61	-0.55	-0.79
22305	0.06	1.01	0.06	-0.73	-0.49	-1.0
22362	0.05	1.00	0.06	-0.73	-0.73	-0.85
22418	0.05	1.01	0.06	-0.67	-0.67	-0.98
22474	0.06	1.01	0.07	-0.67	-0.85	-0.91
22530	0.06	1.00	0.06	-1.04	-0.18	-0.85
22586	0.05	1.01	0.07	-0.79	-0.55	-0.91
22642	0.06	1.00	0.07	-0.67	-0.55	-0.73
22699	0.05	1.00	0.06	-0.73	-0.55	-0.79
22754	0.05	1.01	0.06	-0.85	-0.67	-0.91
22810	0.04	1.00	0.06	-0.79	-0.24	-0.91
22866	0.06	1.01	0.06	-0.85	-0.67	-0.79
22922	0.06	1.01	0.06	-0.55	-0.49	-0.85
22978	0.05	1.00	0.07	-0.73	-0.61	-0.73
23034	0.06	1.01	0.06	-0.73	-0.49	-0.91
23091	0.05	1.01	0.06	-0.73	-0.55	-0.98
23146	0.05	1.00	0.07	-0.98	-0.43	-0.85
23202	0.06	1.01	0.06	-0.85	-0.55	-0.67
23259	0.05	1.01	0.06	-0.79	-0.67	-1.04
23315	0.04	1.01	0.07	-0.55	-0.55	-0.98
23370	0.06	1.01	0.06	-0.85	-0.55	-1.04
23427	0.04	1.00	0.06	-0.79	-0.61	-0.91
23483	0.05	1.00	0.06	-0.85	-0.37	-0.73
23539	0.07	1.00	0.06	-0.85	-0.61	-0.91
23595	0.06	1.00	0.07	-0.79	-0.61	-0.85
23651	0.06	1.01	0.07	-0.79	-0.43	-0.79
23707	0.05	1.00	0.06	-0.79	-0.67	-0.73
23762	0.06	1.01	0.06	-0.49	-0.43	-0.98
23819	0.06	1.00	0.06	-0.73	-0.67	-0.85
23875	0.05	1.00	0.06	-0.67	-0.43	-0.79
23931	0.06	1.01	0.06	-0.79	-0.67	-0.91
23987	0.06	1.00	0.06	-0.67	-0.55	-0.98
24043	0.04	1.00	0.08	-0.79	-0.61	-0.98
24099	0.06	1.00	0.06	-0.85	-0.61	-0.98
24156	0.06	1.00	0.06	-0.67	-0.49	-0.85
24211	0.04	1.00	0.07	-0.61	-0.61	-0.91
24267	0.06	1.00	0.06	-0.73	-0.61	-0.98
24324	0.05	1.00	0.06	-0.67	-0.67	-1.04
24379	0.05	1.01	0.06	-0.79	-0.73	-1.10
24435	0.07	1.01	0.06	-0.79	-0.61	-0.79
24492	0.06	1.00	0.06	-0.67	-0.67	-0.91
24548	0.06	1.00	0.06	-0.73	-0.61	-1.04
24603	0.05	1.00	0.06	-1.0	-0.43	-0.91
24659	0.06	1.01	0.06	-0.91	-0.55	-0.85
24716	0.05	1.00	0.06	-0.73	-0.79	-0.91
24771	0.05	1.00	0.06	-0.73	-0.43	-0.79
24827	0.05	1.01	0.06	-0.49	-0.61	-0.91
24884	0.06	1.00	0.05	-0.79	-0.43	-0.91
24940	0.05	1.00	0.05	-1.10	-0.61	-0.85
24995	0.06	1.01	0.06	-0.79	-0.67	-0.98
25052	0.05	1.00	0.06	-0.79	-0.55	-0.91
25108	0.05	1.00	0.06	-0.85	-0.43	-0.91
25164	0.05	1.01	0.06	-0.67	-0.55	-0.85
25220	0.06	1.00	0.05	-0.91	-0.49	-0.85
25276	0.05	1.00	0.07	-0.73	-0.73	-0.98
25332	0.071.00	0.07	-0.73	-0.55	-0.85
25388	0.06	1.00	0.07	-0.61	-0.55	-0.85
25444	0.05	1.01	0.06	-0.67	-0.73	-0.79
25500	0.05	1.00	0.06	-0.79	-0.61	-0.85
25556	0.06	1.00	0.07	-0.79	-0.37	-0.98
25612	0.06	1.01	0.06	-0.73	-0.73	-0.85
25668	0.05	1.01	0.06	-0.85	-0.73	-0.79
25724	0.06	1.00	0.06	-0.79	-0.55	-1.04
25780	0.06	1.01	0.06	-0.79	-0.49	-1.10
25836	0.04	1.00	0.06	-0.73	-0.73	-0.79
25892	0.06	1.00	0.06	-0.67	-0.49	-0.98
